scene_id,track_id,timestamp,x,y,vx,vy,yaw,length,width,agent_type,is_ego
real_like_cutin_004,ego,0.0,0.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,0.0,8.5,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,0.0,65.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,0.5,4.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,0.5,11.25,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,0.5,68.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,1.0,8.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,1.0,14.0,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,1.0,71.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,1.5,12.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,1.5,16.75,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,1.5,74.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,2.0,16.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,2.0,19.5,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,2.0,77.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,2.5,20.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,2.5,22.25,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,2.5,80.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,3.0,24.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,3.0,25.0,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,3.0,83.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,3.5,28.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,3.5,27.75,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,3.5,86.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,4.0,32.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,4.0,30.5,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,4.0,89.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,4.5,36.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,4.5,33.25,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,4.5,92.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,5.0,40.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,5.0,36.0,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,5.0,95.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,5.5,44.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,5.5,38.75,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,5.5,98.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,6.0,48.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,6.0,41.5,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,6.0,101.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,6.5,52.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,6.5,44.25,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,6.5,104.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,7.0,56.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,7.0,47.0,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,7.0,107.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,7.5,60.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,7.5,49.75,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,7.5,110.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
real_like_cutin_004,ego,8.0,64.0,0.0,8.0,0.0,0.0,4.8,1.9,ego,1
real_like_cutin_004,side_veh_02,8.0,52.5,-3.2,5.5,0.0,0.0,4.5,1.9,vehicle,0
real_like_cutin_004,far_veh_03,8.0,113.0,-3.5,6.0,0.0,0.0,4.6,1.9,vehicle,0
